,Article,Keywords,Location,Latitude,Longitude,Timestamp,Date mm-dd-yyyy,Crime
207,"On November 14, a 22-year-old woman and her 25-year-old partner were riding on a motorcycle from Pune to their home in Shelgaon village in Nanded, district, for Diwali celebrations. Around 2 am, accused Avinash R Rajure stopped the bike at a desolate stretch in the Yellamb Ghats region and attempted to strangulate Savita D Ankulkar but she fought back. Then he removed a bottle of acid and threw it on her as she screamed for help. Not stopping at this, Avinash removed petrol from his vehicle, poured it on her, set her ablaze and pushed her into a deep ditch beside the road. He then sped off.

It was only around 12 hours later, a shepherd tending to his flock heard her agonizing whimpers from the ditch and alerted the Neknur Police.

A police team rushed Savita to the Beed Civil Hospital where she was diagnosed with over 50 per cent burn injuries. She succumbed after battling for 16 hours.

Probe revealed that Savita had ditched her husband and had eloped with Avinash. It was also found that the woman reportedly wanted a child which the accused opposed and that may have soured relations as he was apparently not ready for any long-term liaison with her. Avinash was arrested and was sent to police custody by a court in Beed.","['help', 'court', 'home', 'avinash', 'vehicle', 'probe', 'deep ditch', 'year', 'avinash r rajure', 'district', 'child', 'neknur police', 'bike', 'savita', 'term liaison', 'motorcycle', 'police team', 'police custody', 'yellamb ghats region', 'petrol', 'old partner', 'savita d ankulkar', 'desolate stretch', 'beed civil hospital', 'november', 'hours', 'shelgaon village', 'woman', 'flock', 'relations', 'bottle', 'old woman', 'acid', 'agonizing whimpers', 'beed', 'shepherd', 'husband', 'nanded', 'diwali celebrations', 'per cent burn injuries', 'road', 'pune', 'ditch']",Shelgaon,18.10125012,74.8270201,11:00:00,11-20-2020,Women strangulation
208,"The Ajmer Dargah bombing (also called the Ajmer Sharif blast) occurred on 11 October 2007, in the courtyard of Sufi maulana Moinuddin Chishti in Ajmer, Rajasthan, India, after the Iftar period had started. On 22 March 2017 a Special NIA Court convicted three Rashtriya Swayamsevak Sangh pracharaks Devendra Gupta, Bhavesh Patel and Sunil Joshi. Sunil Joshi and Devendra Gupta were found guilty on charges of conspiracy and Bhavesh Bhai Patel was found guilty of planting the explosive on the blast site. Gupta and Patel were awarded life imprisonment. Sunil Joshi had been found shot dead in mysterious circumstances soon after the blast in Dewas, Madhya Pradesh.","['dewas', 'blast site', 'rajasthan', 'ajmer', 'iftar period', 'ajmer sharif blast', 'sufi maulana moinuddin chishti', 'blast', 'bhavesh patel', 'courtyard', 'special nia court', 'patel', 'explosive', 'ajmer dargah bombing', 'rashtriya swayamsevak sangh', 'madhya pradesh', 'india', 'sunil joshi', 'conspiracy', 'march', 'bhavesh bhai patel', 'charges', 'devendra gupta', 'mysterious circumstances', 'life imprisonment', 'october', 'gupta']",Ajmer sharif,26.45623565,74.62819543,18:12:00,11-10-2007,Bomb blast
209,"Annoyed relatives on Wednesday allegedly chopped off the nose of a man after he ended his daughter's engagement with a member of their family, police said.
The attack took place in Jhapli village under the Sheo police station area, they said.

Victim Kamal Singh Bhati is undergoing treatment at the district hospital, the police said.

Bhati told the police that he had fixed the engagement of his daughter in a family in which his niece was married. He, however, broke it off after the niece was murdered allegedly by her in-laws, the police said.

Comments
Police officials said nearly 10 people of the family attacked Bhati with sticks and sharp-edged weapons, and chopped his nose off","['comments', 'sticks', 'people', 'laws', 'place', 'daughter', 'family', 'man', 'treatment', 'wednesday', 'weapons', 'bhati', 'district hospital', 'annoyed relatives', 'nose', 'police', 'member', 'jhapli village', 'niece', 'sheo police station area', 'engagement', 'police officials', 'attack', 'victim kamal singh bhati']",Sheo,26.19157677,71.24514923,22:10:00,10-08-2022,Brutal attack
210,"A 40-year-old man has been arrested for allegedly trying to rape a 55-year-old woman and subsequently killing her in Ghatkopar.

The crime took place on the night of November 1 when the accused went near her house and forced himself on her after tying her hands and legs. But as she resisted, the accused smashed her head with a stone, police said.

According to the police, the accused has been identified as Sagar Yadav. He stays in Mankhurd area and was arrested once in November 2016 for allegedly killing a woman in Vashi. “He was lodged in Taloja Road jail and was released on bail on October 7,” said a crime branch officer.


On November 1, a fight took place between Yadav and the woman during which she along with her male accomplice had manhandled him. “They are both rag pickers. So a fight took place as the accused had gone to their area to pick up rag after which the woman along with her friend had beaten him badly,” said an officer.
In order to take revenge, the accused went near the Pant Nagar area in Ghatkopar in the wee hours. He found her and tied her hands and legs. He even stuffed her mouth so that she could not raise alarm. “Yadav then stripped her but she resisted his advances. The accused then smashed a stone on her head and fled,” said an officer adding, “The accused claimed that he was under the influence of alcohol while committing the offence.”

At around 4.05pm, the police control room received a call claiming that an unidentified naked body of a woman was found near the road. The Pant Nagar police went to the spot and shifted the body to Rajawadi hospital.

On the basis of the post-mortem report, the police registered a case of murder. A special team was formed by the officers of Zone VII to crack the case while crime branch officials from unit V, VI and VII also tried to trace the culprit. “We started scrutinising the CCTV footage and got a blurred image of the suspect. And as we followed him further, we got a clearer picture of him roaming around the Antop Hill area,” said an investigator.","['suspect', 'vi', 'unidentified naked body', 'stone', 'antop hill area', 'case', 'police', 'vashi', 'wee hours', 'crime branch officer', 'call', 'yadav', 'year', 'october', 'area', 'special team', 'vii', 'investigator', 'mankhurd area', 'pant nagar area', 'male accomplice', '4.05pm', 'basis', 'hands', 'police control room', 'revenge', 'officer', 'blurred image', 'alcohol', 'post - mortem report', 'friend', 'alarm', 'clearer picture', 'sagar yadav', 'influence', 'officers', 'night', 'november', 'ghatkopar', 'culprit', 'house', 'legs', 'order', 'offence', 'zone vii', 'pant nagar police', 'crime branch officials', 'taloja road jail', 'road', 'head', 'old man', 'unit v', 'place', 'crime', 'body', 'old woman', 'rajawadi hospital', 'mouth', 'bail', 'woman', 'advances', 'rag', 'spot', 'murder', 'rag pickers', 'fight', 'cctv footage']",Ghatkopar,19.08015896,72.90762592,16:05:00,01-11-2021,Murder
211,"Mumbai Police’s crime branch arrested a 37-year-old man accused in a murder case who has been on the run since the past six years. The accused identified as Jebastian alias Zabba Koyal Piche Nadar, along with his two associates, had allegedly killed Kartik Nadar in Dharavi area in 2015. Thereafter, he fled from the city and was hiding at his native place in Tamil Nadu.

Nadar, who had hold in Dharavi area, along with his two associates had allegedly assaulted Kartik with iron rods over previous enmity leading to Kartik’s death. Dharavi police had then arrested his associates.

In 2014, Nadar was also wanted in attempt to murder case registered by Wagle Estate police station in Thane. According to police, he was involved in at least 10 cases of assault and attempt to murder in Dharavi and Wadala area, said inspector Yogesh Chavan of crime branch unit 5.

Due to his terror in the area, he was externed from Mumbai in 2005 for two years. After the Dharavi murder, he started living in Tamil Nadu but used to visit Thane and lived in Kalwa, said Chavan.

Police got a tip-off that he was coming to meet his friend in Sion on Friday, following which unit 5 officers laid a trap and arrested him, said Chavan. He was later handed over to Dharavi police.","['old man', 'unit', 'native place', 'hold', 'police', 'kalwa', 'death', 'crime branch unit', 'case', 'dharavi', 'attempt', 'nadar', 'city', 'thane', 'murder case', 'trap', 'wagle estate police station', 'wadala area', 'run', 'tip', 'cases', 'year', 'assault', 'mumbai police', 'jebastian alias zabba koyal piche nadar', 'tamil nadu', 'dharavi police', 'kartik nadar', 'associates', 'mumbai', 'sion', 'dharavi area', 'kartik', 'crime branch', 'inspector yogesh chavan', 'officers', 'years', 'dharavi murder', 'iron rods', 'terror', 'friend', 'friday', 'chavan', 'area', 'previous enmity']",Dharavi,19.0473398,72.85674597,18:00:00,05-02-2015,Murder
212,"The offence was committed on December 5, 2014, near the Dhanori-Konbipada village on the Mumbai Ahmedabad Highway, when a team of policemen attached to the Kasa police station, Palghar Commissionerate were travelling in a luxury bus in plainclothes. The cops were on a patrolling round in light of the fact that the area is plagued with several cases of highway robberies every month.

The three were accused of boarding the bus armed with a revolver and swords, and attacking the cops, mistaking them to be civilian passengers. They allegedly threw powdered chilli in one of the policemen's eyes and snatched his gold chain, after which they attacked the other cops with swords and fled.

The police went on to trace and arrest the three accused and charged them under the MCOCA. The case went to trial and on Saturday, a special MCOCA court in Thane convicted Gangaram Bhagdare and Rakesh Parivar, sentencing them to eight years of rigorous imprisonment, along with a collective fine of Rs 10.10 lakh. The third accused was acquitted.

Police officials said that the testimony of 17 witnesses, who deposed in court against the accused, proved instrumental in securing the conviction.","['witnesses', 'month', 'revolver', 'police', 'cops', 'policemen', 'eyes', 'lakh', 'court', 'mcoca', 'several cases', 'case', 'swords', 'bus', 'kasa police station', 'police officials', 'team', 'rakesh parivar', 'konbipada village', 'palghar commissionerate', 'rigorous imprisonment', 'other cops', 'rs', 'civilian passengers', 'special mcoca court', 'thane', 'luxury bus', 'testimony', 'round', 'mumbai ahmedabad highway', 'saturday', 'trace', 'fact', 'trial', 'collective fine', 'gangaram bhagdare', 'gold chain', 'highway robberies', 'offence', 'powdered chilli', 'years', 'light', 'dhanori', 'conviction', 'plainclothes', 'december', 'area']",Dhanori,18.59569651,73.89509565,07:45:00,05-12-2014,Violence
213,"A special court here on Wednesday convicted the son and nephew of fugitive gangster Guru Satam in connection with an extortion case registered in 2014.


Satam's son Bhushan and nephew Narhari were found guilty by the court of offences committed under relevant provisions of the IPC and the Maharashtra Control of Organised Crime Act (MCOCA) for being part of an organised crime syndicate and conspiracy to extort money from a builder eight years ago.

Special judge RR Bhosale, who convicted the duo, will pronounce the quantum of sentence on May 30. As per the prosecution, an employee of the complainant in the case, a real estate developer, received a call on November 26, 2014. The caller introduced himself as an aide of Satam and sought money from the builder.


The next day the employee informed his boss (the builder) about the call following which they approached the Mumbai police's Anti-Extortion Cell (AEC), said the prosecution. The complainant claimed on December 2, 2014, he again received a call from Satam who demanded Rs 20 lakh from him.

During the trial, public prosecutor Jai Singh Desai examined 23 witnesses and claimed that Bhushan was a part of the crime syndicate run by his father and also received pecuniary gain through extortion.","['relevant provisions', 'nephew narhari', 'special judge rr bhosale', 'duo', 'witnesses', 'conspiracy', 'court', 'lakh', 'public prosecutor jai singh desai', 'extortion case', 'mcoca', 'satam', 'case', 'offences', 'special court', 'bhushan', 'rs', 'anti - extortion cell', 'sentence', 'maharashtra control', 'may', 'son', 'pecuniary gain', 'next day', 'prosecution', 'caller', 'quantum', 'nephew', 'employee', 'father', 'mumbai police', 'trial', 'son bhushan', 'wednesday', 'ipc', 'organised crime act', 'fugitive gangster guru satam', 'builder', 'november', 'part', 'complainant', 'aide', 'money', 'years', 'call', 'crime syndicate', 'extortion', 'connection', 'boss', 'real estate developer', 'aec', 'december']",Loni,18.55190263,74.01160722,06:35:00,11-26-2014,Extortion
214,"Police have registered an FIR against a 34-year-old man in Mumbai for allegedly molesting his minor niece and threatening to kill her younger brother when she resisted his assault and tried to raise an alarm, an official said on Wednesday.


According to the official, the accused molested his 13-year-old niece when her parents were away for some work and her 10-year-old brother was playing outside their residence. The family resides in a shanty in suburban Goregaon (East), he said.

When the victim resisted the assault by her uncle and tried to raise an alarm, the accused threatened to kill her brother, the official said. The man fled from the spot when the victim's brother, who are playing outside, started knocking at the door, he said. When the girl's parents learnt about the incident, they lodged a complaint at the Aarey police station.


Subsequently, an FIR was lodged on Monday against the accused under relevant sections of the Indian Penal Code (IPC) and the Protection of Children from Sexual Offence Act (POCSO Act), the official added.","['parents', 'old man', 'monday', 'police', 'spot', 'minor niece', 'old brother', 'complaint', 'fir', 'suburban goregaon', 'door', 'incident', 'east', 'residence', 'uncle', 'relevant sections', 'victim', 'family', 'year', 'younger brother', 'assault', 'protection', 'indian penal code', 'mumbai', 'wednesday', 'ipc', 'sexual offence act', 'girl', 'work', 'aarey police station', 'alarm', 'pocso act', 'brother', 'children', 'old niece', 'shanty', 'official', 'man']",Goregaon,19.16689663,72.85539688,14:40:00,05-26-2022,Molestation
215,"The 2013 Mumbai gang rape, also known as the Shakti Mills gang rape refers to the incident in which a 22-year-old photojournalist, who was interning with an English-language magazine in Mumbai, was gang-raped by five people, including a juvenile. The incident occurred on 22 August 2013, when she had gone to the deserted Shakti Mills compound, near Mahalaxmi in South Mumbai, with a male colleague on an assignment. The accused had tied up the victim's colleague with belts and raped her. The accused took photos of the victim during the sexual assault, and threatened to release them to social networks if she reported the rape. Later, an eighteen year old call centre employee reported that she too had been gang-raped, on 31 July 2013 inside the mills complex.

On 20 March 2014, a Mumbai sessions court convicted all five adult accused in both cases on 13 counts. On 4 April 2014, the court awarded the death penalty to the three repeat offenders in the photojournalist rape case. For the other two accused, one was awarded life imprisonment while the other accused turned approver in the case. Two minors, one in each case, were tried by the Juvenile Justice Board separately. They were convicted on 15 July 2015, and sentenced to three years (including time in custody) in a Nashik reform school, the maximum punishment that a juvenile offender can receive under Indian law.

The Bombay High Court commuted the three death sentences to life imprisonment for the remainder of their natural life on 25 November 2021","['remainder', 'year', 'natural life', 'mills complex', 'november', 'mumbai gang rape', 'maximum punishment', 'south mumbai', 'sexual assault', 'july', 'counts', 'life imprisonment', 'mahalaxmi', 'custody', 'old call centre employee', 'cases', 'august', 'nashik reform school', 'approver', 'incident', 'april', 'minors', 'juvenile offender', 'death sentences', 'rape', 'photos', 'language magazine', 'juvenile justice board', 'gang', 'adult', 'death penalty', 'social networks', 'juvenile', 'deserted shakti mills compound', 'mumbai sessions court', 'bombay high court', 'colleague', 'assignment', 'indian law', 'march', 'shakti mills gang rape', 'victim', 'photojournalist rape case', 'time', 'case', 'old photojournalist', 'years', 'male colleague', 'mumbai', 'people', 'court', 'belts', 'repeat offenders']","Shakthi mills, Mumbai",18.98862073,72.82554517,03:00:00,08-22-2018,Gang rape
216,"Grover visited Susairaj's Malad apartment Dhiraj Solitaire at 22:00 on 6 May to help her settle in. At the same time, Mathew called her up and got upset to hear a male voice in background. When Susairaj told Mathew that Grover had come over to help her, Jerome asked Maria not to allow Neeraj to stay overnight. Mathew at that time was living in Kochi. However, he took a flight and came to Mumbai the next day without telling Susairaj. He reached her apartment at 07:30. Susairaj opened the door and Mathew went straight into the bedroom to find Grover in the room. As per media and police reports, the two men had argument and then engaged in a physical fight. Mathew grabbed a kitchen knife and stabbed Grover, who died on the spot.

On 25 May, the crime branch recovered a nine-inch knife from Susairaj's apartment complex. Police believed that the knife was used to kill Grover.

Around 11:00 am the same day, Susairaj went to a nearby mall and purchased bags, air freshener, curtains, bed sheets & knife. She later told police that she did this on Jerome's instructions.

They both then took the dead body to the kitchen and chopped it into several pieces, stuffing them into the bags Susairaj had earlier bought. While many media outlets reported that Grover's body had been chopped into 300 pieces, the judge in the case would later state that this was ""...far from the facts on record"", and that such a description had caused ""confusion"" and had ""outraged the general public"".

Susairaj borrowed a car from her friend and dumped the bags in the vehicle's boot whilst the building security guard watched them load the car. At 16:30 the same day, they drove towards Manor after buying two bottles of Petrol at Bhayander. They soaked the bags in petrol and set it on fire in a jungle near Amgaon village in Manor. After burning the dead body, they returned to Mumbai the same night at 21:30.","['spot', 'same time', 'bedroom', 'apartment complex', 'nearby mall', 'boot', 'record', 'general public', 'crime branch', 'air freshener', 'bhayander', 'male voice', 'flight', 'malad apartment dhiraj solitaire', 'kochi', 'room', 'body', 'next day', 'grover', 'may', 'several pieces', 'door', 'car', 'building security guard', 'amgaon village', 'police reports', 'judge', 'confusion', 'neeraj', 'police', 'many media outlets', 'bottles', 'description', 'media', 'apartment', 'same night', 'kitchen', 'susairaj', 'facts', 'pieces', 'mathew', 'bed sheets', 'fire', 'petrol', 'knife', 'jerome', 'instructions', 'friend', 'vehicle', 'background', 'time', 'bags susairaj', 'case', 'dead body', 'curtains', 'maria', 'jungle', 'kitchen knife', 'same day', 'bags', 'mumbai', 'manor', 'argument', 'inch knife', 'men', 'physical fight']","Miranagar, Dhindoshi",19.17624298,72.86750779,22:00:00,06-05-2014,Murder
217,"A little girl saved her mother from big trouble. When a history-sheeter entered their Mulund house to rape her mother, the four-year-old kept her wits about her, escaped and raised an alarm just in time for the locals to converge on their house and avert a sexual assault.


According to police officials, on Monday morning, 29-year-old Sarvant Jaypal, who is accused in several cases of assault and possession of firearms, entered the woman’s house. Cops said Jaypal had seen her husband at a tea stall close by and, taking advantage of his absence at home, crept in to attack his wife.


Speaking to mid-day, the woman’s husband said, “Jaypal, a local goon, saw that I was out getting tea and decided to attack my wife. After sneaking into our house, he locked the doors and pointed a knife at her stomach, ordering her to take off her maxi.”

She begged him not to rape her in front of her two children, but disregarding her pleas, he started undressing her. “It was 7 am and our two daughters, four and one, were sleeping. The elder one awoke when she heard my wife’s cries, but pretended to be asleep, until she spotted a chance to bolt out the door and call for help. She succeeded, and shortly the locals gathered and hauled Jaypal to the police station.”

One of the couple’s neighbours said, “The child came to me asking for help, after which I gathered a few residents and rushed to her house, where Jaypal was holding the woman at knifepoint.” While the accused was being handed over to the police, he apparently threatened to kill the woman. Fearing for her life, her husband has now sent her to live with her kin.

Residents of Vijay Nagar are reportedly afraid of Jaypal, who they say has attacked many of them and harassed several women in the past. “He roams around carrying a knife in his pocket and harassing girls in the area. He has no fear of being arrested again,” said a local.

The investigating officer, Sub-inspector Rupali Patode from Mulund police station, said, “We have arrested the accused, and learnt that he had also been arrested a year ago under the Arms Act. The incident took place at 7 am on Monday, and the complainants reported to the police station at around 10 am, after which a case was registered.”

Jaypal has been booked under section 354 (assault or criminal force to woman with intent to outrage her modesty) and 452 (house-trespass after preparation for hurt, assault or wrongful restraint) of the Indian Penal Code, and remanded in police custody for three days.","['old sarvant jaypal', 'sub - inspector rupali patode', 'stomach', 'intent', 'sexual assault', 'alarm', 'preparation', 'incident', 'jaypal', 'mother', 'chance', 'modesty', 'police officials', 'child', 'pleas', 'few residents', 'residents', 'monday', 'trespass', 'mulund police station', 'children', 'big trouble', 'possession', 'complainants', 'arms act', 'couple', 'sheeter', 'kin', 'several cases', 'doors', 'help', 'neighbours', 'assault', 'life', 'vijay nagar', 'knifepoint', 'pocket', 'wrongful restraint', 'days', 'past', 'area', 'police custody', 'local goon', 'girls', 'section', 'mulund house', 'year', 'wife', 'place', 'front', 'fear', 'husband', 'police', 'cops', 'woman', 'little girl', 'locals', 'maxi', 'hurt', 'cries', 'house', 'home', 'daughters', 'door', 'monday morning', 'firearms', 'tea stall', 'tea', 'officer', 'wits', 'knife', 'mid - day', 'several women', 'time', 'case', 'absence', 'criminal force', 'police station', 'history', 'advantage', 'indian penal code']","Vijay Nagar,  Andheri ",19.11445534,72.84826747,07:00:00,10-29-2014,Rape attempt
218,"Eleven days after she went missing, the charred remains of 23-year-old software engineer Esther Anuhya were recovered from the bushes near Tata Colony at Bhandup. The post-mortem conducted on her body at JJ Hospital revealed that the woman was raped before being murdered by the unidentified accused.


Post-mortem reports also revealed that she had been attacked with a blunt object on her head and face. Depending on the sequence of events that led to her murder, officials are suspecting the involvement of taxi or auto drivers who stationed outside Lokmanya Tilak Terminus (LTT).


While Esther alighted from the train at platform number 3 of LTT, the CCTV cameras on the platform did not record the footage, as they weren’t working. None of the other cameras in the station caught any footage of her. Her trolley bag and laptop are still missing.

Meanwhile, cops claim that the crime was most likely not committed by an individual, but most likely involved two people, who raped and thereafter murdered her. “There are several possibilities. Sometimes in auto rickshaws and taxis, we see two people sitting in the front seat.

We will be checking the location of each rickshaw and taxi driver in the vicinity on the day the victim went missing,” said an officer. The cops also pointed out that the route from LTT to her Andheri hostel does not include Bhandup. Along with her Samsung cell phone, cops have also recovered her undergarments from the spot that were lying separated from her body.

Cops were asked as to how nobody smelt the decomposed body. “Nothing was left to decompose, as the body was burned with the help of kerosene or petrol in order to destroy the evidence. We suspect that even her denims were used to burn her body,” said an officer.

The cops have booked the unidentified accused under section 302 (for murder) and 201 (causing disappearance of evidence of offence, or giving false information to screen offender) of the Indian Penal Code. They will be adding more charges once they they a hard copy of the post-mortem report.

Esther, who was employed as a software engineer with Tata Consultancy Services (TCS) in Goregaon, went missing upon reaching Mumbai on January 5, a day after she left Machilipatnam, her hometown, to resume work after her Christmas vacation. On Thursday, her partly decomposed body was found by her relatives, and identified with the help of her ring.","['auto drivers', 'train', 'post - mortem report', 'taxi', 'hard copy', 'esther', 'sequence', 'january', 'disappearance', 'several possibilities', '- mortem reports', 'nothing', 'machilipatnam', 'kerosene', 'tata colony', 'people', 'head', 'blunt object', 'evidence', 'work', 'crime', 'laptop', 'christmas vacation', 'cctv', '- mortem', 'help', 'face', 'rickshaw', 'relatives', 'order', 'days', 'petrol', 'station', 'denims', 'victim', 'other cameras', 'section', 'more charges', 'goregaon', 'year', 'events', 'nobody', 'jj hospital', 'false information', 'involvement', 'tata consultancy services', 'front seat', 'offence', 'individual', 'trolley bag', 'hometown', 'samsung cell phone', 'lokmanya tilak terminus', 'bushes', 'officials', 'taxis', 'software engineer', 'screen offender', 'cops', 'woman', 'taxi driver', 'thursday', 'ltt', 'tcs', 'old software engineer esther anuhya', 'location', 'mumbai', 'body', 'auto rickshaws', 'spot', 'ring', 'day', 'remains', 'andheri hostel', 'decomposed body', 'none', 'route', 'undergarments', 'vicinity', 'platform number', 'officer', 'platform', 'murder', 'bhandup', 'footage', 'post', 'indian penal code']",Bhandup,19.1454096,72.93059778,10:00:00,05-01-2015,Burnt alive
219,"Eight months after Delhi resident was attacked at Bandra Terminus, the Mumbai Crime Branch arrested Ankur Panwar; he says he took the extreme step out of jealousy

Mumbai acid attack: Preeti Rathi's neighbour held for flinging acid at her


Mumbai Crime Branch have made an arrest in the Preeti Rathi acid attack case 45 days after the case was transferred to them. They arrested Ankur Narayanlal Panwar (23), who was Preeti’s neighbour in Bhakra Beas Management Board Colony in Narela, Delhi. According to the police, Ankur was picked up from his house.

The incident occurred on May 2 last year, when Preeti alighted from the Garib Rath Express at Bandra Terminus. A man who had covered his face with a handkerchief came forward and flung acid on her face.


The Mumbai crime branch and the Government Railway Police interrogated several people, including Preeti’s college mates, her colleagues at Batra Hospital where she studied nursing, her neighbours and relatives. However, Preeti had already named the accused as one of the suspects, but the police hadn’t interrogated him.

Jealousy behind crime
Preeti had gotten a job as a Lieutenant in Indian Navy. She came to Mumbai to join in the INHS Asvini, the naval hospital at Colaba. “Ankur’s mother used to visit Preeti’s house, as they are family friends.

As her own son was unemployed, she used to taunt him and compare him to Preeti,” said Himanshu Roy, joint commissioner of police, Crime Branch. This caused Ankur much anger. Police investigations revealed that Ankur was a hotel management graduate from a private university in Orissa and spent a huge amount on his education. Yet, he was jobless and his parents’ taunts got to him.

“Ankur’s mother came to know that the Preeti’s salary would be around Rs 50,000. She taunted him on his inability to get a job. This angered him a lot,” said Anil Dhole, assistant police inspector of Unit VII of the Mumbai Crime Branch, the team that investigated the case for 45 days. Hence, he decided to vent his fury on Preeti.

Ankur stole battery acid (sulphuric acid) from the nearby office of Delhi Electricity Supply Undertaking. “His mother had told him that Preeti was taking the Garib Rath to Mumbai on May 1. He got into the train without a ticket and was searching for the right moment to throw the acid at her. As soon as Preeti got down at Bandra Terminus, he tied a handkerchief to cover his face and attacked her,” said Prafful Bhosale, assistant commissioner of police, Crime Branch.

Police claimed further investigations could throw more light on the exact reason behind Ankur’s actions. Preeti died on June 1 last year. When CCTV footage from Bandra Terminus was shown to Preeti, she had named three people who could be her potential attackers Pawan Gahlan, Ankur Panwar or Satyam Varghese.

The GRP official investigating the case arrested Gahlan, who was later released by the court. Varghese, too, was interrogated but Ankur was never questioned. Police only took statements of Ankur’s father, Narayanlal, who claimed his son was in Haridwar at the time and had gone there for an interview in a five-star hotel.

“After we took Narayanlal’s statements, we showed Ankur’s picture to Preeti’s father, Amar Singh Rathi, who told us he had not seen Ankur anywhere in the train. So we didn’t interrogate him,” said Devram Wadmare, senior police inspector of the Railway Crime Branch. Ankur had gotten a job in a five-star hotel in Ahmedabad, where a break-in occurred. The hotel asked all its employees to obtain no-objection certificates from the local police station in their native areas. Hence, Ankur returned to Delhi.

When constable Hridaynath Mishra, Subhash Mali and Nitin Palande, attached with the Unit II of the Mumbai Crime Branch saw Ankur, they questioned him. “He told them he had gone for an interview in Haridwar during the time Preeti was attacked, but when we inquired with the hotel in Haridwar, they denied that such an interview had ever taken place. This raised our suspicion. We also found some marks on his hands, which we later learnt were due to the acid,” added Bhosale.

Ankur was mostly out of Delhi for his job, so the GRP didn’t really interrogate him. This saved him for 8 months. After the investigations were handed to the Mumbai crime branch, a team of around 11 people was made under the guidance of ACP Bhosale. The team has been working in Delhi for the last 40 days and interrogated several people.

“We interrogated Preeti’s mother, her college friends, her hospital friends, her neighbours. We also took CCTV footage from various places like Delhi station. The biggest fear we had was that since eight months had passed, the clues would have been done away with. But, we managed to solve the case,” said Roy.

When they came to know about the arrest, Preeti’s family said they never suspected Ankur. “We never thought it would be Ankur. His mother used to visit our house most of the time. She also came after Preeti died,” Amar Singh Rathi, Preeti’s father told MiD DAY. “We don’t know why he was so jealous with Preeti. She was just a hard-working girl,” he lamented. Ankur has been remanded to police custody till January 23.","['nursing', 'ankur panwar', 'amar singh rathi', 'bhakra beas management board colony', 'train', 'father', 'man', 'preeti rathi', 'rs', 'ankur narayanlal panwar', 'satyam varghese', 'bandra terminus', 'incident', 'varghese', 'mother', 'grp', 'inhs asvini', 'team', 'investigations', 'january', 'june', 'preeti', 'exact reason', 'hands', 'biggest fear', 'police investigations', 'subhash mali', 'family', 'delhi resident', 'clues', 'devram wadmare', 'narayanlal', 'ankur', 'time preeti', 'assistant police inspector', 'joint commissioner', 'people', 'gahlan', 'sulphuric acid', 'potential attackers pawan gahlan', 'cctv footage', 'more light', 'break', 'suspects', 'crime', 'star hotel', 'picture', 'unit ii', 'indian navy', 'crime branch', 'anil dhole', 'hotel management graduate', 'mumbai acid attack', 'huge amount', 'ahmedabad', 'local police station', 'extreme step', 'face', 'neighbours', 'acid attack case', 'jealousy', 'lot', 'garib rath', 'relatives', 'days', 'batra hospital', 'mumbai crime branch', 'native areas', 'nearby office', 'police custody', 'college mates', 'senior police inspector', 'railway crime branch', 'place', 'actions', 'acid', 'job', 'acp bhosale', 'may', 'delhi station', 'colaba', 'garib rath express', 'naval hospital', 'police', 'neighbour', 'objection certificates', 'much anger', 'narela', 'employees', 'government railway police', 'lieutenant', 'several people', 'battery acid', 'constable hridaynath mishra', 'private university', 'education', 'girl', 'delhi', 'ticket', 'last year', 'fury', 'mumbai', 'assistant commissioner', 'colleagues', 'court', 'house', 'guidance', 'preeti ’s salary', 'taunts', 'grp official', 'mid day', 'roy', 'preeti ’s house', 'marks', 'nitin palande', 'haridwar', 'hotel', 'son', 'various places', 'suspicion', 'further investigations', 'handkerchief', 'prafful bhosale', 'arrest', 'orissa', 'hospital friends', 'interview', 'college friends', 'unit vii', 'inability', 'months', 'statements', 'own son', 'family friends', 'bhosale', 'time', 'case', 'himanshu roy', 'delhi electricity supply undertaking', 'parents', 'right moment']",Bandra,19.06691107,72.84036726,09:45:00,02-05-2014,Acid attack
249,"A petrol pump worker was killed in this Uttar Pradesh after he was allegedly run over by a car as he asked its occupants to pay for petrol, police said on Saturday.
Four people have been arrested in connection with the incident, they added.Superintendent of Police (Rural) Akhilesh Narayan said the incident was reported from the Shikohabad area on Friday.
At around 10.30 pm on Friday, four people came to the petrol pump in a car and the dead, Sher Singh (50), filled petrol worth ₹ 1,020 in the vehicle.The SP said as Sher Singh asked the occupants of the car to pay for the petrol, they abused him and tried to flee. As he ran after the car, Sher Singh was allegedly run over by the vehicle, the officer said.The seriously injured petrol pump worker was rushed to a hospital, where he was declared brought dead.The accused were arrested on Saturday morning, the SP said, adding that his body has been sent for post-mortem.","['pm', 'petrol pump', 'rural', 'vehicle', 'uttar pradesh', 'superintendent', 'sher singh', 'saturday morning', 'saturday', 'friday', 'body', 'petrol pump worker', 'connection', 'officer', 'police', 'shikohabad area', 'sp', 'incident', 'petrol', 'car', 'occupants', 'people', 'worth ₹', 'akhilesh narayan', 'hospital']",Firozabad,27.159101,78.39576,12:55:00,06-08-2022,Murder
